Profile URL,Logo URL,Categories,Office Count,All Locations,Total Offices,name,employee_count,about,location,year_founded,url,status,about_tech,email,employees,revenue,city,bootstrapped,open_source,org_type,start_date,request,hiring,other,links,tech_stack,user_id,company_type,people
https://builtin.com/company/walt-disney-company,https://builtin.com/sites/www.builtin.com/files/2021-06/Disney Logo.png,AdTech • Digital Media • News + Entertainment,,[],6,The Walt Disney Company,"200,000","Innovation is in the DNA of The Walt Disney Company. We not only embrace it, we translate it into experiences you can see and feel. From our groundbreaking work in advanced audio-animatronic robots featured in the Disney theme parks, to streaming services that are redefining entertainment, to inventing tools to create new worlds in our films — The Walt Disney Company has spent nearly 100 years immersing audiences in new and stunning experiences using groundbreaking technology. When next generation technology meets talented people ready to tackle challenges still to be imagined, anything can happen.","Burbank, CA",1923,https://jobs.disneycareers.com/technology?cid=20804,,,,,,,,,,,,,,,,,,
https://builtin.com/company/snap-inc,https://builtin.com/sites/www.builtin.com/files/2023-09/sn-avatar.jpg,Artificial Intelligence • Cloud • Machine Learning • Mobile • Software • Virtual Reality • App development,,[],25,Snap Inc.,"5,000","Snap Inc. is a technology company. We believe the camera presents the greatest opportunity to improve the way people live and communicate. We contribute to human progress by empowering people to express themselves, live in the moment, learn about the world, and have fun together.","Santa Monica, CA",2011,https://careers.snap.com/,,,,,,,,,,,,,,,,,,
https://builtin.com/company/fluidra-north-america,https://builtin.com/sites/www.builtin.com/files/2021-10/1576197703187.jpeg,Hardware • Internet of Things • Retail • Robotics • Software,,[],3,Fluidra North America,"7,000","We’re an industry‐leading, global company with a legacy of innovation. Our reach extends worldwide across both the residential and commercial pool and wellness markets. We now have over 7,000 employees, a presence in over 45 countries and the combined resources to accelerate innovation in critical areas like energy-efficiency, robotics and the Internet of Things. 

Offering an extensive array of quality‐designed pool and spa equipment, our portfolio includes some of the most trusted brands in the business: Polaris®, Jandy®, CMP, S.R. Smith, and Zodiac®. We also sell products under the Cover‐Pools®, iAquaLink®, Grand Effects®, Dell® and Nature2® names. 

Our focus is on creating the perfect pool and wellness experience responsibly. We take our mission to heart, and our employees embody the passion for results, teamwork, and user focus that get us there.","Carlsbad, CA",View Website,https://www.fluidrausa.com/en,,,,,,,,,,,,,,,,,,
https://builtin.com/company/honeybook,https://builtin.com/sites/www.builtin.com/files/2023-03/HB Yellow Square.png,Fintech • Other • Payments • Productivity • Software • Automation,,[],3,HoneyBook,233,"HoneyBook is here for the self-starters. The independents. Those who’ve claimed freedom over their career, finances, and future. Those paid for a profession that’s also their passion.

We’re on a mission to empower this economy of independents to rise, building fulfilling and sustainable livelihoods by doing what they love. We champion technology as our ally in supporting our members in this pursuit.

We can’t fulfill this mission without incredible talent. Our culture is founded on core values that drive everything we do, starting with always putting people first.",US,"152
                                    Product + Tech Employees",https://www.honeybook.com/,,,,,,,,,,,,,,,,,,
https://builtin.com/company/ul-solutions,https://builtin.com/sites/www.builtin.com/files/2022-12/1656335536887.jpeg,Automotive • Professional Services • Software • Consulting • Energy • Chemical • Renewable Energy,,[],24,UL Solutions,"15,000","A global leader in applied safety science, UL Solutions transforms safety, security and sustainability challenges into opportunities for customers in more than 100 countries. UL Solutions delivers testing, inspection and certification services, together with software products and advisory offerings, that support our customers’ product innovation and business growth. The UL Certification Marks serve as a recognized symbol of trust in our customers’ products and reflect an unwavering commitment to advancing our safety mission. We help our customers innovate, launch new products and services, navigate global markets and complex supply chains, and grow sustainably and responsibly into the future. Our science is your advantage.","Chicago, IL",1894,https://www.ul.com/,,,,,,,,,,,,,,,,,,
https://builtin.com/company/green-thumb,https://builtin.com/sites/www.builtin.com/files/2021-05/GT Logo.png,Cannabis • Retail • Pharmaceutical,,[],,Green Thumb,Year Founded: 2014,"We are a national cannabis consumer packaged goods company and retailer. Our mission is to promote well-being through the power of cannabis while giving back to the communities in which we serve. Established in 2014, Green Thumb employs over 4,300 people and serves thousands of patients and customers each year. 

Green Thumb manufactures and distributes a portfolio of branded cannabis products including &Shine, Beboe, Dogwalkers, Doctor Solomon’s, Good Green, incredibles and RYTHM, and also owns and operates rapidly growing national retail cannabis stores called RISE.","Chicago, IL",View Website,http://www.gtigrows.com,,,,,,,,,,,,,,,,,,
https://builtin.com/company/chewy,https://builtin.com/sites/www.builtin.com/files/2021-06/Chewy Logo.png,eCommerce • Healthtech • Pet • Retail • Pharmaceutical,,[],5,Chewy,"20,000","We view pets and pet parents as family and are obsessed with meeting their needs and exceeding customer expectations through every interaction. Behind the scenes, our talented teams are made up of innovators, delighters, big-thinkers and of course, passionate pet people—creating a place where you'll be empowered to build, grow and unleash your fullest potential.

We don’t just stand by our company mission—we’re obsessed with it. We seek to be the most trusted and convenient destination for pet parents and partners, everywhere. And we’re constantly finding new ways to do just that.

At Chewy, we understand pet parenthood is full of joyful highs and anxious lows. That’s why we’re here, standing alongside pet parents, providing everything their pets need for a happy, healthy life. We’re a leading online source for pet products, supplies, and prescriptions. We offer a broad selection of high-quality products and services at competitive prices with an exceptional level of customer care and a personal touch.

Since launching in 2011, we’ve combined the personalized service of your neighborhood pet store with the convenience and speed of e-commerce. We pride ourselves on being the only brand available 24/7/365 to support pet parents throughout their journey.

We have a rich history of being recognized for our deep care and personalization while going above and beyond for our customers and their pets.

We view pets and their people as more than just customers and look forward to meeting their needs and exceeding expectations through every interaction. With Chewy, no one pet-parents alone.

Our culture is for those who thrive on delivering results and becoming your best—no matter your role or location. At Chewy, our Operating Principles serve as a common language, or framework, that connects two of Chewy's most valuable elements—our people and our culture. The Operating Principles guide our character, capabilities, imagination, and methods for execution in support of our company's mission.","Boston, MA",2011,https://www.chewy.com,,,,,,,,,,,,,,,,,,
https://builtin.com/company/level-access,https://builtin.com/sites/www.builtin.com/files/2024-01/Logo_1200x675.png,Social Impact • Software,,[],,Level Access,Year Founded: 1997,"For over 20 years, Level Access has provided technology accessibility compliance solutions for corporations, government agencies and leading educational institutions. Our solutions ensure conformity with relevant laws, standards and guidelines, including the ADA, WCAG, CVAA, AODA, Mandate 376 and Section 508 requirements. Implementing a comprehensive approach to address the full scope of accessible technology regulations, Level Access offers software, consulting and training to ensure compliance in desktop, mobile and electronic document systems. The firm’s AMP (Accessibility Management Platform) delivers a scalable infrastructure to manage accessibility across the entire development life cycle. Level Access's solutions meet the complex and changing demands of enterprise class organizations and include a suite of services to assist clients beginning compliance initiatives. The firm is known as the complete solution for accessibility compliance issues, earning numerous industry accolades reflecting its breadth and depth of expertise, strategic focus and superior customer service. Level Access has worked with a number of regulatory and standards-developing organizations in an advisory capacity, including the U.S. Access Board, FCC and the World Wide Web Consortium.","Arlington, VA",View Website,https://www.levelaccess.com/careers/,,,,,,,,,,,,,,,,,,
https://builtin.com/company/2k,https://builtin.com/sites/www.builtin.com/files/2021-10/1625152451701.jpg,Gaming • Information Technology • Mobile • Software • eSports,,[],22,2K,"3,505","2K is headquartered in Novato, California and is a wholly owned label of Take-Two Interactive Software, Inc. (NASDAQ: TTWO). Founded in 2005, 2K Games is a global video game company, publishing titles developed by some of the most influential game development studios in the world. Our studios responsible for developing 2K’s portfolio of world-class games across multiple platforms, include Visual Concepts, Firaxis, Hangar 13, CatDaddy, Cloud Chamber, 31st Union, and HB Studios. Our portfolio of titles is expanding due to our global strategic plan, building and acquiring exciting studios whose content continues to inspire all of us! 2K publishes titles in today’s most popular gaming genres, including sports, shooters, action, role-playing, strategy, casual, and family entertainment.

Our team of engineers, marketers, artists, writers, data scientists, producers, thinkers and doers, are the professional publishing stewards of our growing library of critically-acclaimed franchises such as NBA 2K, 2K PGA, Battleborn, BioShock, Borderlands, The Quarry, The Darkness, Mafia, Sid Meier’s Civilization, Marvel’s Midnight Suns, WWE 2K, and XCOM.

At 2K, we pride ourselves on creating an inclusive work environment, which means encouraging our teams to Come as You Are and do your best work! We encourage ALL applicants to explore our global positions, even if they don’t meet every requirement for the role.  If you're interested in the job and think you have what it takes to work at 2K, we encourage you to apply!","Novato, CA",2005,https://2k.com/en-us/jobs/,,,,,,,,,,,,,,,,,,
https://builtin.com/company/subtext,https://builtin.com/sites/www.builtin.com/files/2022-10/Logo_sq (1).png,Digital Media • Marketing Tech • Mobile • Software,,[],,Subtext,Year Founded: 2018,"Subtext is a text communication platform that connects creators, entertainers, media companies, brands, political and thought leaders with their audiences - free from the chaos of social media and the clutter of email. Subtext clients include Sony Music, the USA Today Network, Conde Nast, Warner Music, and CNET. Subtext is the fourth product spinout from the Alpha Group, a successful incubator for new technology and media properties inside Advance Local. Advance Local is a unit of Advance, whose portfolio of exceptional companies includes Condé Nast, Advance Local, Stage Entertainment, American City Business Journals, Leaders Group, Turnitin, 1010data, and Pop. For more information, visit joinsubtext.com.","New York, NY",View Website,https://joinsubtext.com/,,,,,,,,,,,,,,,,,,
https://builtin.com/company/showpad,https://builtin.com/sites/www.builtin.com/files/2021-06/ShowPad Logo.png,Software,,[],3,Showpad,576,"At Showpad, we believe that the best buyer experience wins. And this is why we built the most complete and flexible sales enablement platform that marketing and sales rely on to prepare sellers, engage buyers, and optimize performance with insights.","Chicago, IL",2011,https://www.showpad.com,,,,,,,,,,,,,,,,,,
https://builtin.com/company/elastic,https://builtin.com/sites/www.builtin.com/files/2021-07/www.builtinnyc_0.png,Cloud • Software,,[],4,Elastic,"3,222","Heya, we’re Elastic. We help everyone find what they’re looking for.

Elastic is the leading platform for search-powered solutions. We help organizations, their employees, and their customers accelerate the results that matter. With solutions in Enterprise Search, Observability, and Security, we help enhance customer and employee search experiences, keep mission-critical applications running smoothly, and protect against cyber threats.

Delivered wherever data lives, in one cloud, across many clouds, or on-prem, Elastic enables organizations worldwide to use the power of Elastic, including Netflix, Uber, BBC, Microsoft, and thousands of others.","Arlington, VA",2012,http://elastic.co,,,,,,,,,,,,,,,,,,
https://builtin.com/company/pdq,https://builtin.com/sites/www.builtin.com/files/2021-09/1pdq.jpeg,Software,,[],2,PDQ,185,"PDQ provides device management solutions that are easy to use, affordable and pretty damn quick. IT administrators can handle patch management and software deployment, whether they manage 50 machines or 5,000, relieving the time burden of IT administrators. More than 23,000 organizations trust our software to keep their machines up to date and secure.","Salt Lake City, UT",2001,http://www.pdq.com,,,,,,,,,,,,,,,,,,
https://builtin.com/company/swyft-technologies-inc,https://builtin.com/sites/www.builtin.com/files/2021-06/swyft.png,eCommerce • Logistics • Software • Transportation,,[],,Swyft Technologies Inc.,Year Founded: 2020,"Swyft is a software-enabled B2B marketplace that enables any sized merchant, brand or retailer with same and next-day delivery at rates comparable to 2+ day delivery. Our mission is to create magical delivery experiences for shoppers & help merchants grow sales with the most scalable and flexible same/next-day delivery service.

We aren’t just a shipping and logistics company, we are building the data and framework layer for how a trillion parcels will move within hundreds of cities. Swyft is air traffic control for parcels routed from your favorite store to your door, and you can help us realize this vision. Founded in April 2020, we are an experienced team having led technical, sales, product teams at: Amazon, Shopify, Hubba, and Lyft. We’ve raised over $20M and are backed by the world’s best investors including Inovia Capital, Forerunner Ventures, Golden Ventures, Trucks VC and Shopify.","Santa Monica, CA",View Website,https://www.useswyft.com,,,,,,,,,,,,,,,,,,
https://builtin.com/company/dots,https://builtin.com/sites/www.builtin.com/files/2021-08/HNB2jrPD_400x400.jpeg,Gaming • Mobile,,[],,Dots,Year Founded: 2013,"With over 100 million downloads, our three titles Dots, Two Dots, and Dots & Co celebrate thoughtful design, beautiful gameplay and the philosophy that everything eventually connects. The people behind Dots are an eclectic mix of illustrators, musicians, animators, designers, engineers and creative spirits. We are proud of the diversity we’ve fostered and are continuing to make Dots more equitable for everyone.","New York, NY",View Website,https://www.dots.co/,,,,,,,,,,,,,,,,,,
https://builtin.com/company/north-american-bancard,https://builtin.com/sites/www.builtin.com/files/2021-11/nabancard logo.png,eCommerce • Fintech • Payments • Software • Financial Services,,[],6,North American Bancard,"1,200","North American Bancard Holdings, LLC (NAB) and its family of companies are committed to making it as easy as possible for you to grow your business through innovations in credit card processing, ecommerce, mobile payments, back-end business solutions, and more.

Throughout our growth, we've stayed agile in order to stay at the forefront of the ever-changing payments landscape. While we are large enough to offer customized solutions to enterprise-level clients we're still nimble enough to take an award-winning, hands-on approach to personal service you just won't find anyplace else.

NAB by the numbers:
We are the nation's 6th largest independent acquirer.
We are home to a dedicated team of more than 1,000 employees.
We partner with hundreds of thousands of satisfied merchants.
We help those merchants process more than $45 billion in transactions annually.","Troy, MI",1992,https://www.northamericanbancard.com/company/careers,,,,,,,,,,,,,,,,,,
https://builtin.com/company/chetu-inc-0,https://builtin.com/sites/www.builtin.com/files/2022-12/Chetu profile logo.png,eCommerce • Information Technology • Marketing Tech • Software • Consulting,,[],,"Chetu, Inc.",Year Founded: 2000,"Chetu is a US-based software development company specializing in providing businesses worldwide with custom software development. As a mobile and web-based application development company with over 2,800 skilled software developers, Chetu combines technological expertise, specific domain experience, and a passion for excellence to deliver enterprise-grade solutions.","Fort Lauderdale, FL",View Website,https://www.chetu.com,,,,,,,,,,,,,,,,,,
https://builtin.com/company/metarouter-0,https://builtin.com/sites/www.builtin.com/files/2021-05/MR Logo.png,AdTech • Big Data • Information Technology • Marketing Tech,,[],,MetaRouter,Year Founded: 2018,"MetaRouter provides streaming data routing solutions for organizations with security and latency concerns. The MetaRouter platform makes it easy to ingest streaming customer data and connect to internal users, databases or external analytics and marketing tools.","Denver, CO",View Website,https://www.metarouter.io,,,,,,,,,,,,,,,,,,
https://builtin.com/company/oshkosh-corporation,https://builtin.com/sites/www.builtin.com/files/2022-12/Facebook_Avatar_Cream_on_black_0.jpg,Artificial Intelligence • Automotive • Computer Vision • Internet of Things • Machine Learning,,[],4,Oshkosh Corporation,"15,000","Oshkosh Corporation is an industrial technology company that builds some of the industry’s toughest specialty trucks and access equipment. We serve our everyday heroes – soldiers, firefighters, people working at great height, environmental and refuse workers – through incredible technology. And with a portfolio of leading brands, we can uniquely take innovation from one brand and apply it across our portfolio.","Hagerstown, MD",1917,https://oshkoshcorp.com/careers,,,,,,,,,,,,,,,,,,
https://builtin.com/company/dealpath,https://builtin.com/sites/www.builtin.com/files/2022-11/100_108.jpg,Cloud • Real Estate • Software • Analytics • Financial Services,,[],4,Dealpath,100,"Dealpath is the industry’s most trusted cloud-based real estate investment management platform, providing real-time access to vetted, secure, up-to-date investment data to empower collaboration, strategic, and predictive decisions. Investment and development firms leverage Dealpath as their command center for smart pipeline tracking, powerful deal analytics and collaborative workflows—driving maximum performance from pipeline to portfolio management. As the real estate deal management software category creator, Dealpath offers the only enterprise-ready solution available in the market today. 

Founded in 2014, Dealpath has supported over $10 trillion in transactions with leading institutions across the world, including Blackstone, Nuveen, AEW, Oxford Properties, Principal Real Estate & Bridge Investment Group. Following rapid global expansion, Dealpath recently closed a $43M series C funding round led by Morgan Stanley Expansion Capital, with participation from notable existing investors including Blackstone, 8VC, JLL, Nasdaq Ventures and GreenSoil Proptech Ventures. Dealpath is dual-headquartered in San Francisco and New York, with additional offices in Toronto and Austin.","San Francisco, CA",2014,https://www.dealpath.com/,,,,,,,,,,,,,,,,,,
https://builtin.com/company/kiddom,https://builtin.com/sites/www.builtin.com/files/2021-12/1519894943792.jpeg,Edtech,,[],,Kiddom,Year Founded: 2015,"Kiddom takes schools and districts into the future of personalized teaching and learning. For the first time, digital curriculum, instructional tools, and assessments are connected and integrated, all in one place. Using Kiddom, classrooms get the highest quality digital curriculum, saving teachers time and enabling students to take engaging, interactive assessments. Performance data is instantly accessible via beautiful, actionable reports, and teachers finally have the insight they need to offer targeted personalized support.","San Francisco, CA",View Website,https://www.kiddom.co,,,,,,,,,,,,,,,,,,
https://builtin.com/company/alphonic-network-solutions-llc,https://builtin.com/sites/www.builtin.com/files/2021-07/1577957891390.png,Artificial Intelligence • Big Data • Fitness • Food • Software,,[],,Alphonic Network Solutions LLC,Year Founded: 2010,"Alphonic is a customer-driven design and development company that has years of experience in web development and mobile app development. We’re a team of individuals with agility in our core to ensure timely delivery of projects. We’re experts in developing technology solutions for banking & finance, healthcare, education, and transportation & logistics. Whether you’re a startup or a Fortune 500 company, Alphonic is the perfect partner for your next technology implementation. We're a team of 500+ software engineers and designers that are highly experienced in developing robust business solutions.","Boston, MA",View Website,https://www.alphonic.in/,,,,,,,,,,,,,,,,,,
https://builtin.com/company/jaanuu,https://builtin.com/sites/www.builtin.com/files/2023-05/image (1) (1).png,eCommerce • Fashion • Healthtech,,[],,Jaanuu,Year Founded: 2013,"Jaanuu was founded to reimagine the multi-billion dollar medical apparel market via the industry's first contemporary, antimicrobial-finished products. Since its launch, Jaanuu has sold product around the globe and has quickly become the fastest growing company in its category.","El Segundo, CA",View Website,http://www.jaanuu.com,,,,,,,,,,,,,,,,,,
https://builtin.com/company/centralreach,https://builtin.com/sites/www.builtin.com/files/2022-11/UpdatedCRLogo_White.png,Healthtech • Software,,[],2,CentralReach,400,"CentralReach’s story started in 2012 at an ABA clinic in Pompano Beach, Florida. The company's founder, a practicing Board Certified Behavior Analyst, was drowning in manual work – from paper billing and clinical data collection to clinical reporting.. With client outcomes in mind, she created a technology-based solution that reduced time-consuming administrative work and freed her to spend time where it matters most – serving clients.

Today, under the leadership of Chris Sullens, award-winning CEO in the technology space, CentralReach remains committed to its founding mission: leveraging technology to support individuals with autism and intellectual and developmental disabilities and addressing the growing Autism and IDD care gap. Now the leader in its field, CentralReach continually strives to propel the industry forward through cutting-edge technology, an unrelenting commitment to excellence, and a culture devoted to serving the growing neurodiverse population.

Trusted by more than 115,000 users, we enable therapy providers, educators, and employers to scale the way they deliver Applied Behavior Analysis therapy with innovative technology, market-leading industry expertise, and world-class customer satisfaction.","Fort Lauderdale, FL",2012,http://www.centralreach.com,,,,,,,,,,,,,,,,,,
https://builtin.com/company/king-electronics-computer-repair,https://builtin.com/sites/www.builtin.com/files/2022-07/150x150.jpg,Artificial Intelligence • Computer Vision • Information Technology • Software • Nanotechnology,,[],,The King Electronics & Computer Repair,Year Founded: 1999,"We do advanced integrated robotics repair and design for
    companies with automation equipment needs in mind.

    Industrial automation systems are stitched together to take
    advantages of robotics in manufacturing automation equipment.
    There are other robotic integration companies,
    but none will guarantee results before payment!

    We provide different types of automation for our clients.
    Most are in direct manufacturing, though we also
    help companies with monitoring and automation controls.","Oklahoma City, OK",View Website,https://www.thekingrepairs.com,,,,,,,,,,,,,,,,,,
https://builtin.com/company/pivot-cycles,https://builtin.com/sites/www.builtin.com/files/2022-09/pivot.jpeg,3D Printing • eCommerce • Hardware • Sports • Design,,[],,Pivot Cycles,Year Founded: 2007,"Pivot Cycles is a qualified research and development company designing, prototyping, and building the highest performing off-road bicycles in the industry.   We specialize in full suspension mountain bikes, hard tail mountain bikes, full suspension electric mountain bikes, and gravel bikes.   Our engineers have decades of experience in carbon layup innovation, creating podium-proven bikes at the highest level of the sport.

Our product reaches off-road cyclists through a global network of independently owned retailers, with our bikes distributed in over 40 countries.  We are constantly innovating strategies to engage consumers with new e-commerce solutions that maintain the integrity of our dealer relationships, simultaneously supporting small business and Pivot customers.   

When asked ""What is your favorite bike?"",  CEO Chris Cocalis responds ""The next one."" This persistence and drive to build the finest bicycles in the world is a shared passion among our employees.","Tempe, AZ",View Website,https://www.pivotcycles.com/en/,,,,,,,,,,,,,,,,,,
https://builtin.com/company/silk-route-technologies,https://builtin.com/sites/www.builtin.com/files/2024-03/Silk-Route-Technologies.png,Cloud • eCommerce • Enterprise Web • Information Technology • Professional Services • App development • Infrastructure as a Service (IaaS),,[],2,Silk Route Technologies,55,"Silk Route Technologies is a Northern Virginia based IT services firm with strong focus on Staffing, Trade, GIS and Food industries. We help you achieve your growth goals in the global market. We help businesses achieve growth through our strategic solutions designed for their specific needs and resources needed to reach their goals. Our Tailored IT solutions include: - Web & Mobile App Development - Custom Software Development - IT Staff Augmentation - E-commerce Solutions - GIS Solutions - Cloud Services","Ashburn, Virginia",2022,https://silkroutetech.com/,,,,,,,,,,,,,,,,,,
